printed_page,pdf_viewer_page,side,region_fraction,region_image,extraction_status,notes
48,28,left,"0.045,0.095,0.475,0.955",source/tables/book_i_11_chord_table_regions/book_i11_p048_left_table_region.png,REGION_CROPPED__ROW_TRANSCRIPTION_PENDING,Heiberg PDF facsimile is primary evidence; PAL has no table rows.
49,28,right,"0.560,0.045,0.955,0.760",source/tables/book_i_11_chord_table_regions/book_i11_p049_right_table_region.png,REGION_CROPPED__ROW_TRANSCRIPTION_PENDING,Heiberg PDF facsimile is primary evidence; PAL has no table rows.
50,29,left,"0.045,0.060,0.475,0.965",source/tables/book_i_11_chord_table_regions/book_i11_p050_left_table_region.png,REGION_CROPPED__ROW_TRANSCRIPTION_PENDING,Heiberg PDF facsimile is primary evidence; PAL has no table rows.
51,29,right,"0.560,0.045,0.955,0.760",source/tables/book_i_11_chord_table_regions/book_i11_p051_right_table_region.png,REGION_CROPPED__ROW_TRANSCRIPTION_PENDING,Heiberg PDF facsimile is primary evidence; PAL has no table rows.
52,30,left,"0.045,0.070,0.475,0.965",source/tables/book_i_11_chord_table_regions/book_i11_p052_left_table_region.png,REGION_CROPPED__ROW_TRANSCRIPTION_PENDING,Heiberg PDF facsimile is primary evidence; PAL has no table rows.
53,30,right,"0.560,0.045,0.955,0.760",source/tables/book_i_11_chord_table_regions/book_i11_p053_right_table_region.png,REGION_CROPPED__ROW_TRANSCRIPTION_PENDING,Heiberg PDF facsimile is primary evidence; PAL has no table rows.
54,31,left,"0.045,0.060,0.475,0.965",source/tables/book_i_11_chord_table_regions/book_i11_p054_left_table_region.png,REGION_CROPPED__ROW_TRANSCRIPTION_PENDING,Heiberg PDF facsimile is primary evidence; PAL has no table rows.
55,31,right,"0.560,0.045,0.955,0.760",source/tables/book_i_11_chord_table_regions/book_i11_p055_right_table_region.png,REGION_CROPPED__ROW_TRANSCRIPTION_PENDING,Heiberg PDF facsimile is primary evidence; PAL has no table rows.
56,32,left,"0.045,0.075,0.475,0.965",source/tables/book_i_11_chord_table_regions/book_i11_p056_left_table_region.png,REGION_CROPPED__ROW_TRANSCRIPTION_PENDING,Heiberg PDF facsimile is primary evidence; PAL has no table rows.
57,32,right,"0.560,0.055,0.955,0.760",source/tables/book_i_11_chord_table_regions/book_i11_p057_right_table_region.png,REGION_CROPPED__ROW_TRANSCRIPTION_PENDING,Heiberg PDF facsimile is primary evidence; PAL has no table rows.
58,33,left,"0.045,0.060,0.475,0.965",source/tables/book_i_11_chord_table_regions/book_i11_p058_left_table_region.png,REGION_CROPPED__ROW_TRANSCRIPTION_PENDING,Heiberg PDF facsimile is primary evidence; PAL has no table rows.
59,33,right,"0.560,0.045,0.955,0.760",source/tables/book_i_11_chord_table_regions/book_i11_p059_right_table_region.png,REGION_CROPPED__ROW_TRANSCRIPTION_PENDING,Heiberg PDF facsimile is primary evidence; PAL has no table rows.
60,34,left,"0.045,0.060,0.475,0.965",source/tables/book_i_11_chord_table_regions/book_i11_p060_left_table_region.png,REGION_CROPPED__ROW_TRANSCRIPTION_PENDING,Heiberg PDF facsimile is primary evidence; PAL has no table rows.
61,34,right,"0.560,0.045,0.955,0.760",source/tables/book_i_11_chord_table_regions/book_i11_p061_right_table_region.png,REGION_CROPPED__ROW_TRANSCRIPTION_PENDING,Heiberg PDF facsimile is primary evidence; PAL has no table rows.
62,35,left,"0.045,0.060,0.475,0.955",source/tables/book_i_11_chord_table_regions/book_i11_p062_left_table_region.png,REGION_CROPPED__ROW_TRANSCRIPTION_PENDING,Heiberg PDF facsimile is primary evidence; PAL has no table rows.
63,35,right,"0.560,0.060,0.955,0.760",source/tables/book_i_11_chord_table_regions/book_i11_p063_right_table_region.png,REGION_CROPPED__ROW_TRANSCRIPTION_PENDING,Heiberg PDF facsimile is primary evidence; PAL has no table rows.
